t,dur,sbytes,dbytes,sttl,dttl,spkts,dpkts,sload,dload,rate,label,attack_cat,phase_id,is_drift_boundary
113.4,1.010007,1684,10168,31,29,14,18,12388.03223,76070.75781,30.692856,0,Normal,2,0
113.5,0.546425,1168,1040,254,252,10,8,15401.93164,13322.96289,31.111315,0,Normal,2,0
113.6,1.062887,7820,15736,31,29,122,126,58376.85547,117506.3828,232.385955,0,Normal,2,0
113.7,0.885477,854,1100,62,252,10,8,6947.66748,8700.395508,19.198692,0,Normal,2,0
113.8,1.00565,1580,10168,31,29,12,18,11526.87305,76400.33594,28.837069,0,Normal,2,0
113.9,0.001954,528,304,31,29,4,4,1621289.625,933469.8125,3582.395128,0,Normal,2,0
114.0,0.154955,4014,59564,31,29,68,72,204188.3125,3032467.5,897.034625,0,Normal,2,0
114.1,0.000991,146,178,31,29,2,2,589303.75,718466.1875,3027.245271,0,Normal,2,0
114.2,2.308664,1106,816,254,252,12,10,3513.720459,2546.92749,9.09617,1,Fuzzers,2,0
114.3,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
114.4,0.021934,2974,30506,31,29,48,50,1062460.125,10903984.0,4422.357827,0,Normal,2,0
114.5,0.727195,7858,354,254,252,14,8,80275.57813,3410.364258,28.878085,0,Normal,2,0
114.6,0.004165,1470,1728,31,29,22,14,2696758.75,3082833.25,8403.361715,0,Normal,2,0
114.7,0.00101,146,178,31,29,2,2,578217.8125,704950.5,2970.297008,0,Normal,2,0
114.8,0.386857,2958,32642,31,29,48,50,59908.44141,661536.4375,250.738643,0,Normal,2,0
114.9,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
115.0,2.882591,37372,3276,31,29,52,40,101725.1484,8867.022461,31.568821,0,Normal,2,0
115.1,0.001033,130,162,31,29,2,2,503388.2188,627299.1875,2904.162775,0,Normal,2,0
115.2,0.005297,568,304,31,29,4,4,643383.0625,344345.8438,1321.502724,0,Normal,2,0
115.3,0.001027,146,178,31,29,2,2,568646.5625,693281.375,2921.129446,0,Normal,2,0
115.4,1.456948,68187,612,254,252,60,14,368172.375,3124.339355,50.104738,1,Fuzzers,2,0
115.5,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
115.6,0.001161,146,178,31,29,2,2,503014.6563,613264.4375,2583.979344,0,Normal,2,0
115.7,0.496901,37230,3276,31,29,52,40,587883.6875,51438.81641,183.135069,0,Normal,2,0
115.8,8.508363,2128,0,254,0,4,0,1500.641235,0.0,0.352594,0,Normal,2,0
115.9,1.220025,1580,10168,31,29,12,18,9501.445312,62975.76172,23.770006,0,Normal,2,0
116.0,0.03492,4550,72810,31,29,78,80,1029095.063,16471936.0,4495.990895,0,Normal,2,0
116.1,1.005823,1580,10168,31,29,12,18,11524.89063,76387.19531,28.83211,0,Normal,2,0
116.2,0.652618,822,268,254,252,10,6,9071.15625,2745.863525,22.98435,0,Normal,2,0
116.3,1.086614,796,1202,62,252,10,10,5278.783203,7966.030273,17.48551,0,Normal,2,0
116.4,1.041154,1684,10168,31,29,14,18,12017.43457,73795.03906,29.774653,0,Normal,2,0
116.5,5e-06,2962,0,254,0,2,0,2369600000.0,0.0,200000.0051,1,Fuzzers,2,0
116.6,0.980476,978,86,62,252,6,2,6649.831055,350.849976,7.139389,0,Normal,2,0
116.7,0.042999,3806,54798,31,29,64,66,697132.5,10040792.0,3000.069814,0,Normal,2,0
116.8,9e-06,200,0,254,0,2,0,88888888.0,0.0,111111.1072,1,Fuzzers,2,0
116.9,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
117.0,0.000964,130,162,31,29,2,2,539419.0625,672199.1875,3112.033175,0,Normal,2,0
117.1,0.020996,2974,30506,31,29,48,50,1109925.625,11391122.0,4619.927469,0,Normal,2,0
117.2,9e-06,104,0,254,0,2,0,46222220.0,0.0,111111.1072,1,Fuzzers,2,0
117.3,1.426683,858,678,254,252,14,12,4469.10791,3487.810547,17.523164,0,Normal,2,0
117.4,0.004594,3736,2456,31,29,18,18,6145407.0,4040052.25,7618.632906,0,Normal,2,0
117.5,0.001077,146,178,31,29,2,2,542246.9375,661095.625,2785.515187,0,Normal,2,0
117.6,0.811933,802,1288,62,252,10,10,7113.887695,11429.51465,23.400946,0,Normal,2,0
117.7,9e-06,1064,0,254,0,2,0,472888864.0,0.0,111111.1072,0,Normal,2,0
117.8,0.034404,7820,15306,31,29,122,126,1803511.25,3530985.0,7179.398077,0,Normal,2,0
117.9,0.545375,906,556,254,252,16,10,12468.48535,7349.071777,45.840019,0,Normal,2,0
118.0,4e-06,1872,0,254,0,2,0,1872000000.0,0.0,250000.0006,0,Normal,2,0
118.1,1.220518,810,682,254,252,14,12,4935.609375,4103.175781,20.483106,0,Normal,2,0
118.2,0.00105,146,178,31,29,2,2,556190.5,678095.25,2857.142959,0,Normal,2,0
118.3,0.006929,3728,5578,31,29,32,26,4170298.75,6193101.5,8226.29539,0,Normal,2,0
118.4,0.728609,2516,268,254,252,10,6,24869.30469,2459.480957,20.587173,1,Fuzzers,2,0
118.5,8e-06,78,0,254,0,2,0,39000000.0,0.0,125000.0003,0,Normal,2,0
118.6,0.001075,146,178,31,29,2,2,543255.8125,662325.5625,2790.69758,0,Normal,2,0
118.7,0.001033,146,178,31,29,2,2,565343.6875,689254.625,2904.162775,0,Normal,2,0
118.8,0.005572,1470,1728,31,29,22,14,2015793.25,2304379.0,6281.406976,0,Normal,2,0
118.9,8e-06,104,0,254,0,2,0,52000000.0,0.0,125000.0003,0,Normal,2,0
119.0,2.118605,68115,612,254,252,58,14,252773.8906,2148.58374,33.51262,1,Fuzzers,2,0
119.1,7e-06,900,0,254,0,2,0,514285696.0,0.0,142857.1409,0,Normal,2,0
119.2,1e-05,104,0,254,0,2,0,41600000.0,0.0,100000.0025,0,Normal,2,0
119.3,3.786393,16432,707082,31,29,288,560,34597.57031,1491276.875,223.695749,0,Normal,2,0
119.4,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
119.5,0.023877,3182,39076,31,29,52,54,1045692.5,12850190.0,4397.537299,0,Normal,2,0
119.6,1.126953,1580,10168,31,29,12,18,10286.14356,68176.75781,25.733105,0,Normal,2,0
119.7,0.017964,1540,1644,31,29,16,18,643063.9375,691605.4375,1837.00736,0,Normal,2,0
119.8,0.037936,2958,33044,31,29,48,50,610923.6875,6829186.5,2556.938116,0,Normal,2,0
119.9,0.004404,1470,1728,31,29,22,14,2550408.75,2915531.25,7947.320606,0,Normal,2,0
120.0,1.368588,2022,850,254,252,12,10,10837.44727,4471.762207,15.344282,1,Fuzzers,2,0
120.1,23.945032,1052,824,31,29,8,10,307.704742,247.901108,0.709959,0,Normal,2,0
120.2,0.026614,3806,51808,31,29,64,66,1126324.5,15337492.0,4847.073122,0,Normal,2,0
120.3,0.007489,568,304,31,29,4,4,455067.4375,243557.2188,934.704235,0,Normal,2,0
120.4,0.026931,3614,50036,31,29,60,62,1055735.0,14623742.0,4492.963354,0,Normal,2,0
120.5,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
120.6,0.637661,8928,320,31,29,14,6,104017.6563,3349.742432,29.796397,0,Normal,2,0
120.7,0.155601,3614,50036,31,29,60,62,182723.7656,2531037.75,777.62999,0,Normal,2,0
120.8,3e-06,200,0,254,0,2,0,266666656.0,0.0,333333.3215,1,Fuzzers,2,0
120.9,0.363375,5048,3080,31,29,28,30,107173.0313,65563.125,156.862742,0,Normal,2,0
121.0,0.224396,8928,320,31,29,14,6,295584.5938,9518.885742,84.671739,0,Normal,2,0
121.1,0.042946,2438,19266,31,29,38,40,442229.7813,3499278.25,1792.9493,0,Normal,2,0
121.2,4e-06,524,0,254,0,2,0,524000000.0,0.0,250000.0006,0,Normal,2,0
121.3,0.025283,3806,51808,31,29,64,66,1185618.875,16144920.0,5102.242714,0,Normal,2,0
121.4,0.513109,534,268,254,252,10,6,7499.380859,3492.435059,29.233553,0,Normal,2,0
121.5,0.021269,2054,2478,31,29,22,24,737599.375,893318.9375,2115.755404,0,Normal,2,0
121.6,0.003963,1048,824,31,29,8,10,1851122.875,1497855.125,4289.679383,0,Normal,2,0
121.7,0.298003,484,268,254,252,10,6,11704.58106,6013.362305,50.335066,0,Normal,2,0
121.8,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
121.9,0.003916,1052,824,31,29,8,10,1881511.75,1515832.5,4341.164436,0,Normal,2,0
122.0,0.626235,4616,3080,31,29,28,30,56873.21875,38043.22656,91.020143,0,Normal,2,0
122.1,0.858892,3460,556,254,252,16,10,30215.67188,4666.477051,29.107268,0,Normal,2,0
122.2,0.016689,2958,32642,31,29,48,50,1388699.125,15334651.0,5812.21141,0,Normal,2,0
122.3,1.565585,7810,15494,31,29,122,126,39581.37109,78549.55469,157.7685,0,Normal,2,0
122.4,0.048584,3182,39076,31,29,52,54,513914.0625,6315330.0,2161.205367,0,Normal,2,0
122.5,0.259745,4408,2768,31,29,24,24,130127.625,81710.90625,180.946696,0,Normal,2,0
122.6,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
122.7,0.204101,2054,2478,31,29,22,24,76863.90625,93091.16406,220.479081,0,Normal,2,0
122.8,0.00103,146,178,31,29,2,2,566990.25,691262.125,2912.621237,0,Normal,2,0
122.9,0.001094,146,178,31,29,2,2,533820.875,650822.6875,2742.230477,0,Normal,2,0
123.0,0.268214,8928,320,31,29,14,6,247295.0781,7963.790527,70.83896,0,Normal,2,0
123.1,1.008985,1684,10168,31,29,14,18,12400.58008,76147.8125,30.723944,0,Normal,2,0
123.2,0.006198,8928,320,31,29,14,6,10701516.0,344627.2813,3065.504921,0,Normal,2,0
123.3,1.33098,7818,15180,31,29,122,126,46606.26172,90519.77344,185.577552,0,Normal,2,0
123.4,0.495202,5002,268,254,252,12,6,74086.9375,3618.725342,34.329425,0,Normal,2,0
123.5,0.077048,4238,63516,31,29,72,74,434015.125,6505866.0,1881.943634,0,Normal,2,0
123.6,0.001053,146,178,31,29,2,2,554605.875,676163.375,2849.002888,0,Normal,2,0
123.7,0.000973,146,178,31,29,2,2,600205.5625,731757.4375,3083.247635,0,Normal,2,0
123.8,0.707067,13246,548216,31,29,230,438,149224.8906,6188550.5,943.3335,0,Normal,2,0
123.9,1.011133,1684,10168,31,29,14,18,12374.23828,75986.04688,30.658678,0,Normal,2,0
124.0,0.006331,568,320,31,29,4,4,538303.5625,303269.625,1105.670508,0,Normal,2,0
124.1,0.007003,2054,2478,31,29,22,24,2240182.75,2713123.0,6425.817501,0,Normal,2,0
124.2,9.864309,360,0,254,0,8,0,255.466446,0.0,0.709629,0,Normal,2,0
124.3,9e-06,78,0,254,0,2,0,34666664.0,0.0,111111.1072,0,Normal,2,0
124.4,3.819751,1540,1644,31,29,16,18,3024.280762,3252.568115,8.639307,0,Normal,2,0
124.5,50.004395,384,0,1,0,6,0,51.195499,0.0,0.099991,0,Normal,2,0
124.6,0.183953,1470,1728,31,29,22,14,61059.07422,69800.4375,190.26599,0,Normal,2,0
124.7,0.152113,2062,2308,31,29,24,24,103975.3281,116334.5625,308.980812,0,Normal,2,0
124.8,1.02284,1684,10168,31,29,14,18,12232.60742,75116.34375,30.30777,0,Normal,2,0
124.9,0.030644,3614,50036,31,29,60,62,927816.25,12851847.0,3948.570737,0,Normal,2,0
125.0,9e-06,104,0,254,0,2,0,46222220.0,0.0,111111.1072,1,Fuzzers,2,0
125.1,0.223459,424,8824,31,29,8,12,13282.07813,289592.2813,85.026781,0,Normal,2,0
125.2,1e-05,574,0,254,0,2,0,229600000.0,0.0,100000.0025,1,Fuzzers,2,0
125.3,0.002785,320,1882,31,29,6,8,766965.875,4731059.0,4667.863523,0,Normal,2,0
125.4,0.000925,130,162,31,29,2,2,562162.1875,700540.5625,3243.243242,0,Normal,2,0
125.5,0.01297,2558,23162,31,29,40,42,1538936.0,13946647.0,6245.181392,0,Normal,2,0
125.6,0.051162,2542,23612,31,29,40,44,387631.4375,3608303.0,1622.297776,0,Normal,2,0
125.7,0.06112,520,304,31,29,4,4,51047.12109,29842.93164,114.528796,0,Normal,2,0
125.8,0.001053,146,178,31,29,2,2,554605.875,676163.375,2849.002888,0,Normal,2,0
125.9,0.053991,3598,48710,31,29,60,62,524383.6875,7101183.5,2241.114214,0,Normal,2,0
126.0,7e-06,86,0,254,0,2,0,49142856.0,0.0,142857.1409,0,Normal,2,0
126.1,1e-05,1064,0,254,0,2,0,425600000.0,0.0,100000.0025,0,Normal,2,0
126.2,0.001721,520,304,31,29,4,4,1812899.5,1059849.0,4067.402792,0,Normal,2,0
126.3,0.097074,4040,2560,31,29,20,20,316294.7813,200424.4219,401.755353,0,Normal,2,0
126.4,0.001074,130,162,31,29,2,2,484171.3125,603351.9375,2793.296014,0,Normal,2,0
126.5,3.088681,9400,12298,31,29,106,114,24119.0332,31575.9375,70.904053,0,Normal,2,0
126.6,0.504157,566,268,254,252,10,6,8092.717285,3554.448242,29.752636,0,Normal,2,0
126.7,0.001066,132,164,31,29,2,2,495309.5938,615384.625,2814.258996,0,Normal,2,0
126.8,1.000227,798,682,254,252,14,12,5926.654785,5006.86377,24.994327,0,Normal,2,0
126.9,0.066142,544,304,31,29,4,4,49348.37109,27577.03125,105.832905,0,Normal,2,0
127.0,1.25351,842,1316,62,252,10,8,4837.616211,7352.155273,13.561918,0,Normal,2,0
127.1,0.012922,2230,13500,31,29,34,36,1340349.75,8125677.0,5339.730634,0,Normal,2,0
127.2,0.000956,130,162,31,29,2,2,543933.0625,677824.25,3138.075302,0,Normal,2,0
127.3,1.237673,19410,1087890,31,29,364,746,125118.6641,7022417.0,896.03632,0,Normal,2,0
127.4,1.299693,1580,10168,31,29,12,18,8919.029297,59115.5,22.312962,0,Normal,2,0
127.5,0.038979,4238,63516,31,29,72,74,857897.8125,12859847.0,3719.951641,0,Normal,2,0
127.6,1.335104,1684,10168,31,29,14,18,9371.554688,57547.57813,23.219165,0,Normal,2,0
127.7,0.140989,2054,2478,31,29,22,24,111271.0859,134762.2813,319.173824,0,Normal,2,0
127.8,0.866759,534,268,254,252,10,6,4439.526855,2067.471924,17.305849,0,Normal,2,0
127.9,0.017168,2958,32642,31,29,48,50,1349953.375,14906803.0,5650.046486,0,Normal,2,0
128.0,2.651012,1540,1644,31,29,16,18,4357.581055,4686.512207,12.448077,0,Normal,2,0
128.1,1.148652,19306,1087890,31,29,362,746,134091.0938,7566657.5,963.7384,0,Normal,2,0
128.2,0.182741,1920,4312,31,29,22,24,80244.71875,180933.6719,246.250156,0,Normal,2,0
128.3,0.019797,1540,1644,31,29,16,18,583522.75,627569.875,1666.9193,0,Normal,2,0
128.4,2.113147,2934,3742,31,29,52,54,10895.59766,13905.32715,49.688923,0,Normal,2,0
128.5,1.006989,1580,10168,31,29,12,18,11511.5459,76298.75,28.798726,0,Normal,2,0
128.6,3.360556,15116,645754,31,29,264,512,35848.83203,1534253.25,230.616608,0,Normal,2,0
128.7,0.017153,2958,33044,31,29,48,50,1351133.875,15103597.0,5654.987314,0,Normal,2,0
128.8,1.1e-05,1370,0,254,0,2,0,498181824.0,0.0,90909.0902,0,Normal,2,0
128.9,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
129.0,0.070248,2958,33044,31,29,48,50,329916.875,3687962.75,1380.822223,0,Normal,2,0
129.1,0.928418,818,1282,62,252,10,8,6350.587891,9668.05957,18.310718,0,Normal,2,0
129.2,0.007747,3728,5578,31,29,32,26,3729960.0,5539176.5,7357.686767,0,Normal,2,0
129.3,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
129.4,0.004571,1470,1728,31,29,22,14,2457230.25,2809013.25,7656.96765,0,Normal,2,0
129.5,0.001073,130,162,31,29,2,2,484622.5313,603914.25,2795.899292,0,Normal,2,0
129.6,2.892476,68117,698,254,252,58,16,185150.7031,1811.59668,25.237892,0,Normal,2,0
129.7,0.833792,534,354,254,252,10,8,4615.060059,2974.363037,20.388779,0,Normal,2,0
129.8,0.643711,910,354,254,252,10,8,10178.48145,3852.660645,26.409368,1,Fuzzers,2,0
129.9,1.103596,1526,268,254,252,10,6,9960.166992,1623.782715,13.591931,1,Fuzzers,2,0
130.0,9e-06,104,0,254,0,2,0,46222220.0,0.0,111111.1072,0,Normal,2,0
130.1,1.1e-05,2250,0,254,0,2,0,818181824.0,0.0,90909.0902,0,Normal,2,0
130.2,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
130.3,0.010858,2230,13500,31,29,34,36,1595137.25,9670289.0,6354.761316,0,Normal,2,0
130.4,0.006992,3728,5474,31,29,32,24,4132723.0,6002288.0,7866.132549,0,Normal,2,0
130.5,0.001074,130,162,31,29,2,2,484171.3125,603351.9375,2793.296014,0,Normal,2,0
130.6,0.105781,3926,57474,31,29,66,68,292453.2813,4282735.0,1257.314684,0,Normal,2,0
130.7,0.028919,2974,30506,31,29,48,50,805837.0,8270272.0,3354.196182,0,Normal,2,0
130.8,0.638274,608,646,254,252,10,10,6868.523438,7294.672852,29.767779,0,Normal,2,0
130.9,0.662417,564,354,254,252,10,8,6135.108398,3743.865234,25.663593,0,Normal,2,0
131.0,0.039762,1540,1644,31,29,16,18,290528.625,312459.125,829.938101,0,Normal,2,0
131.1,1.005885,1684,10168,31,29,14,18,12438.79785,76382.49219,30.818632,0,Normal,2,0
131.2,0.730514,2516,354,254,252,10,8,24804.45313,3394.869873,23.271286,0,Normal,2,0
131.3,0.021567,2646,23508,31,29,42,42,958130.5,8512635.0,3848.472189,0,Normal,2,0
131.4,0.049915,1540,1644,31,29,16,18,231433.4375,248903.125,661.1239,0,Normal,2,0
131.5,0.014373,1540,1644,31,29,16,18,803729.25,864398.5625,2295.971649,0,Normal,2,0
131.6,0.304804,4862,75600,31,29,84,86,126113.8281,1961155.375,554.454671,0,Normal,2,0
131.7,0.061561,3926,57474,31,29,66,68,502525.9375,7359075.0,2160.458746,0,Normal,2,0
131.8,37.058224,1920,4416,31,29,22,26,395.70163,916.827515,1.268274,0,Normal,2,0
131.9,5.377837,19098,1087890,31,29,358,746,28331.0918,1616162.0,205.10104,0,Normal,2,0
132.0,0.103443,320,1946,31,29,6,8,20649.05469,131705.3906,125.67308,0,Normal,2,0
132.1,1.298362,1106,702,254,252,12,8,6247.87207,3789.389893,14.633823,1,Fuzzers,2,0
132.2,1.004576,1580,10168,31,29,12,18,11539.19727,76482.02344,28.867901,0,Normal,2,0
132.3,1.1e-05,1064,0,254,0,2,0,386909088.0,0.0,90909.0902,1,Fuzzers,2,0
132.4,0.066003,3286,38972,31,29,54,52,391012.5313,4632880.0,1590.836726,0,Normal,2,0
132.5,0.00102,146,178,31,29,2,2,572549.0625,698039.25,2941.176566,0,Normal,2,0
132.6,0.085516,2934,3740,31,29,52,54,269236.1563,343421.125,1227.840428,0,Normal,2,0
132.7,0.830569,846,1170,62,252,10,8,7339.546387,9863.117188,20.467895,0,Normal,2,0
132.8,0.022796,1540,1644,31,29,16,18,506755.5938,545007.9375,1447.622427,0,Normal,2,0
132.9,0.662063,498,354,254,252,10,8,5425.465332,3745.867188,25.677315,0,Normal,2,0
133.0,0.120167,986,86,62,252,6,2,54723.83984,2862.682617,58.252265,0,Normal,2,0
133.1,0.000974,146,178,31,29,2,2,599589.3125,731006.125,3080.082059,0,Normal,2,0
133.2,0.041898,1470,1728,31,29,22,14,268079.625,306458.5313,835.36205,0,Normal,2,0
133.3,0.012905,2230,13500,31,29,34,36,1342115.5,8136381.5,5346.764912,0,Normal,2,0
133.4,0.001053,146,178,31,29,2,2,554605.875,676163.375,2849.002888,0,Normal,2,0
133.5,0.00104,132,164,31,29,2,2,507692.3125,630769.25,2884.615377,0,Normal,2,0
133.6,0.030854,2542,23508,31,29,40,42,642769.1875,5950347.0,2625.267407,0,Normal,2,0
133.7,0.063726,4654,72810,31,29,80,80,576970.125,9026143.0,2495.056944,0,Normal,2,0
133.8,0.001059,132,164,31,29,2,2,498583.5625,619452.3125,2832.861107,0,Normal,2,0
133.9,0.740393,534,268,254,252,10,6,5197.239746,2420.336182,20.259511,0,Normal,2,0
134.0,1.883732,978,86,62,252,6,2,3461.214355,182.616211,3.716028,0,Normal,2,0
134.1,0.775602,546,268,254,252,10,6,5074.768066,2310.463379,19.339816,0,Normal,2,0
134.2,0.701421,2516,268,254,252,10,6,25833.27148,2554.813721,21.385159,1,Fuzzers,2,0
134.3,0.22353,424,8824,31,29,8,12,13277.86035,289500.3125,84.999778,0,Normal,2,0
134.4,4.999836,320,0,63,0,4,0,384.012604,0.0,0.60002,0,Normal,2,0
134.5,0.016536,2958,33044,31,29,48,50,1401548.25,15667151.0,5865.989621,0,Normal,2,0
134.6,1.738433,68103,612,254,252,58,14,307996.9063,2618.449951,40.841378,1,Fuzzers,2,0
134.7,0.391102,566,268,254,252,10,6,10432.06152,4581.925293,38.353168,0,Normal,2,0
134.8,0.044768,37938,3380,31,29,54,42,6654039.0,589706.9375,2122.051553,0,Normal,2,0
134.9,0.060336,568,320,31,29,4,4,56483.69141,31821.79688,116.016969,0,Normal,2,0
135.0,1.005956,1580,10168,31,29,12,18,11523.36621,76377.09375,28.828297,0,Normal,2,0
135.1,0.001046,132,164,31,29,2,2,504780.0938,627151.0,2868.068701,0,Normal,2,0
135.2,0.005364,4096,2456,31,29,18,18,5770321.0,3460104.5,6524.98152,0,Normal,2,0
135.3,1.010559,1684,10168,31,29,14,18,12381.2666,76029.21094,30.676092,0,Normal,2,0
135.4,0.069828,3728,5474,31,29,32,24,413816.7813,601019.625,787.649612,0,Normal,2,0
135.5,0.038924,3614,50036,31,29,60,62,730449.0625,10117973.0,3108.621837,0,Normal,2,0
135.6,0.005247,568,312,31,29,4,4,649514.0,356775.2813,1334.095638,0,Normal,2,0
135.7,2.993346,13454,548216,31,29,234,438,35804.75,1461815.625,224.163864,0,Normal,2,0
135.8,1.149018,1580,10168,31,29,12,18,10088.61426,66867.53125,25.238942,0,Normal,2,0
135.9,0.861333,2516,354,254,252,10,8,21037.16016,2879.258057,19.736849,0,Normal,2,0
136.0,0.015872,2974,30506,31,29,48,50,1468246.0,15068549.0,6111.391212,0,Normal,2,0
136.1,0.010875,2542,19162,31,29,40,38,1823632.25,13725426.0,7080.459974,0,Normal,2,0
136.2,1.963839,2934,3740,31,29,52,54,11723.97461,14954.38184,53.466703,0,Normal,2,0
136.3,1.1e-05,1064,0,254,0,2,0,386909088.0,0.0,90909.0902,0,Normal,2,0
136.4,0.068957,4342,63412,31,29,74,72,497005.375,7254608.0,2102.759661,0,Normal,2,0
136.5,0.014322,2230,13500,31,29,34,36,1209328.375,7331378.5,4817.763009,0,Normal,2,0
136.6,0.00915,8928,320,31,29,14,6,7248961.5,233442.6094,2076.502667,0,Normal,2,0
136.7,0.004636,568,320,31,29,4,4,735116.5,414150.125,1509.922376,0,Normal,2,0
136.8,0.149015,2054,2478,31,29,22,24,105277.9922,127503.9453,301.983033,0,Normal,2,0
136.9,0.001052,132,164,31,29,2,2,501901.1563,623574.1875,2851.711087,0,Normal,2,0
137.0,0.12289,258,86,254,60,6,2,13996.25684,2799.251221,56.961509,0,Normal,2,0
137.1,9e-06,1058,0,254,0,2,0,470222208.0,0.0,111111.1072,0,Normal,2,0
137.2,0.005407,3936,2456,31,29,18,18,5501017.0,3432587.5,6473.090486,0,Normal,2,0
137.3,5.12707,24744,1094788,31,29,440,858,38521.80859,1706258.0,252.970998,0,Normal,2,0
137.4,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
137.5,0.001007,130,162,31,29,2,2,516385.3125,643495.5625,2979.146024,0,Normal,2,0
137.6,1.1e-05,168,0,254,0,2,0,61090908.0,0.0,90909.0902,0,Normal,2,0
137.7,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
137.8,0.222264,424,8824,31,29,8,12,13353.48926,291149.25,85.483926,0,Normal,2,0
137.9,0.001745,544,304,31,29,4,4,1870487.125,1045272.188,4011.461281,0,Normal,2,0
138.0,0.005858,1920,4312,31,29,22,24,2503243.5,5644247.5,7681.802791,0,Normal,2,0
138.1,0.581404,578,268,254,252,10,6,7168.853516,3082.194336,25.799617,1,Fuzzers,2,0
138.2,0.000968,130,162,31,29,2,2,537190.125,669421.5,3099.173623,0,Normal,2,0
138.3,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
138.4,8e-06,104,0,254,0,2,0,52000000.0,0.0,125000.0003,1,Fuzzers,2,0
138.5,0.492827,534,268,254,252,10,6,7808.013672,3636.164307,30.436644,0,Normal,2,0
138.6,0.003954,1052,824,31,29,8,10,1863429.5,1501264.625,4299.443776,0,Normal,2,0
138.7,9.731616,180,0,254,0,4,0,110.978485,0.0,0.308274,0,Normal,2,0
138.8,0.004699,3744,2456,31,29,18,18,6020004.0,3949776.5,7448.393026,0,Normal,2,0
138.9,0.869783,534,354,254,252,10,8,4424.092285,2851.285889,19.545105,0,Normal,2,0
139.0,0.000998,146,178,31,29,2,2,585170.3125,713426.8125,3006.011927,0,Normal,2,0
139.1,0.953559,504,354,254,252,10,8,3808.888672,2600.782959,17.827948,1,Fuzzers,2,0
139.2,0.004551,568,312,31,29,4,4,748846.4375,411338.1563,1538.123502,0,Normal,2,0
139.3,0.030979,2542,23508,31,29,40,42,640175.625,5926337.0,2614.674454,0,Normal,2,0
139.4,0.04623,320,1888,31,29,6,8,46203.76563,285874.9688,281.202685,0,Normal,2,0
139.5,0.150339,4862,75600,31,29,84,86,255688.7969,3976133.75,1124.126086,0,Normal,2,0
139.6,0.087131,4862,75600,31,29,84,86,441174.7813,6860566.0,1939.608153,0,Normal,2,0
139.7,1e-05,1768,0,254,0,2,0,707200000.0,0.0,100000.0025,0,Normal,2,0
139.8,0.850673,2934,3740,31,29,52,54,27065.62891,34523.25391,123.43168,0,Normal,2,0
139.9,1.352763,68023,612,254,252,60,14,395575.5625,3364.964844,53.963626,0,Normal,2,0
140.0,0.534479,534,268,254,252,10,6,7199.53418,3352.797607,28.064712,0,Normal,2,0
140.1,1.016318,972,354,254,252,10,8,6887.608398,2440.181152,16.727049,0,Normal,2,0
140.2,1.552131,862,850,254,252,14,16,4128.517578,4107.900391,18.683989,1,Fuzzers,2,0
140.3,0.204586,4224,2768,31,29,22,24,157664.75,103741.2109,219.956401,0,Normal,2,0
140.4,0.406226,534,268,254,252,10,6,9472.55957,4411.337402,36.925258,1,Fuzzers,2,0
140.5,0.867857,774,642,254,252,14,12,6627.820312,5429.46582,28.80659,1,Fuzzers,2,0
140.6,0.147132,568,312,31,29,4,4,23162.875,12723.26953,47.576328,0,Normal,2,0
140.7,0.03621,7818,15180,31,29,122,126,1713117.875,3327257.5,6821.31998,0,Normal,2,0
140.8,0.001028,146,178,31,29,2,2,568093.375,692607.0,2918.287859,0,Normal,2,0
140.9,1.803613,868,1444,62,252,10,10,3468.593506,5766.204102,10.534411,0,Normal,2,0
141.0,0.067914,2958,32642,31,29,48,50,341255.0938,3768295.0,1428.276904,0,Normal,2,0
141.1,0.221027,490,268,254,252,10,6,15961.85059,8107.606934,67.865011,0,Normal,2,0
141.2,0.010161,568,312,31,29,4,4,335400.0625,184233.8281,688.908551,0,Normal,2,0
141.3,0.001049,130,162,31,29,2,2,495710.2188,617731.1875,2859.866662,0,Normal,2,0
141.4,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
141.5,0.901774,774,642,254,252,14,12,6378.538574,5225.255859,27.723133,0,Normal,2,0
141.6,1.893826,1684,10168,31,29,14,18,6606.731445,40569.72656,16.36898,0,Normal,2,0
141.7,0.087174,568,312,31,29,4,4,39094.22656,21474.29297,80.299173,0,Normal,2,0
